,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Particle,Field,Livetime,Realtime,Tier,Area,Average diameter,Perimeter,Orientation,Max circle radius,Area in pixels,Volume of sphere,Equivalent diameter,Class,Total,C,O,Na,Cl,Al,Fe,Cu,Mg,Sr,S,N,Si,K,Ca,Tl,Cr,Pd,Mo,W,F,V,Sc,Ni,Ru,Ba,Rh,P,Mn,B,Field,Area,Average diameter,Volume of sphere
P706,232,10.75,10.75,0,0.1619,0.516792,1.537817,40,0.206926,8,0.153952,0.454024,Unclassified,1,0.7749115226,0.1998107389,0.0117544636,0.0087305418,,,,0.0013038881,,0.0034888449,,,,,,,,,,,,,,,,,,,,232,0.1619,0.516792,0.153952
P707,233,10.652,10.652,0,0.344038,0.768098,2.27698,64,0.292637,17,0.476895,0.661848,Unclassified,1,0.7357551935,0.2303911296,0.0150367639,0.0022156776,,,,0.0014667331,,0.010978394,,0.0012123721,,0.0029437362,,,,,,,,,,,,,,,,233,0.344038,0.768098,0.476895
P708,233,11.089,11.089,0,0.364275,1.098096,3.489758,57,0.206926,18,0.519587,0.681036,Unclassified,1,0.8017958427,0.1657940551,0.0134398525,0.0174425763,,,,0.0015276735,,,,,,,,,,,,,,,,,,,,,,233,0.364275,1.098096,0.519587
P709,233,11.478,11.478,0,0.3238,0.754333,2.243321,90,0.292637,16,0.435441,0.642087,Unclassified,1,0.8194099666,0.1316723529,0.0219258103,0.0232071857,,,,0.0012982488,,,,0.0024864357,,,,,,,,,,,,,,,,,,233,0.3238,0.754333,0.435441
P710,233,9.816,9.816,0,0.627363,1.002284,2.997667,90,0.413852,31,1.174336,0.893747,Unclassified,1,0.7264401775,0.2258426734,0.0240928716,0.0169682188,,,,0.0021481361,,0.0031999108,,0.0013080119,,,,,,,,,,,,,,,,,,233,0.627363,1.002284,1.174336
P711,234,11.32,11.32,0,0.121425,0.485262,1.441374,90,0.146319,6,0.099995,0.393196,Unclassified,1,0.8002032659,0.1935840227,0.0020627886,,,,,,,0.0041499228,,,,,,,,,,,,,,,,,,,,234,0.121425,0.485262,0.099995
P712,234,10.844,10.844,0,0.303563,0.727893,2.162061,98,0.292637,15,0.395263,0.621698,Unclassified,1,0.8531942901,0.1451274791,,,,,,,,,,0.0016782308,,,,,,,,,,,,,,,,,,234,0.303563,0.727893,0.395263
P713,234,11.429,11.429,0,0.364275,0.803602,2.454682,37,0.292637,18,0.519587,0.681036,Unclassified,1,0.7464527485,0.2209063585,0.0161426831,0.0029881034,,,,0.0021334467,,0.0091979923,,0.0021786675,,,,,,,,,,,,,,,,,,234,0.364275,0.803602,0.519587
P714,235,11.074,11.074,0,0.222613,0.618551,1.83373,41,0.206926,11,0.248221,0.53239,Unclassified,1,0.8320335412,0.1679664588,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,0.222613,0.618551,0.248221
P715,236,8.181,8.181,0,3.420141,3.44173,10.719639,57,0.52756,169,14.947884,2.086782,Unclassified,1,0.8598358654,0.1381975589,,,,,,,,,,0.0019665757,,,,,,,,,,,,,,,,,,236,3.420141,3.44173,14.947884
P716,238,10.117,10.117,0,0.566651,0.981165,2.950066,71,0.413852,28,1.008061,0.849401,Unclassified,1,0.7646178248,0.2095139258,0.0149894692,0.0058983844,,,,0.0019154988,,0.0030648971,,,,,,,,,,,,,,,,,,,,238,0.566651,0.981165,1.008061
P717,238,11.002,11.002,0,0.263088,0.701454,2.080802,76,0.292637,13,0.318907,0.578769,Unclassified,1,0.8111363869,0.1594606663,0.0139662768,0.0140365167,,,,0.0014001533,,,,,,,,,,,,,,,,,,,,,,238,0.263088,0.701454,0.318907
P718,238,11.726,11.726,0,0.08095,0.362155,1.079384,0,0.146319,4,0.05443,0.321043,Unclassified,1,0.8024994178,0.1732291896,0.0152971568,0.0055807643,,,,,,0.0033934715,,,,,,,,,,,,,,,,,,,,238,0.08095,0.362155,0.05443
P719,238,13.344,13.344,0,0.060713,0.335715,0.998125,41,0.146319,3,0.035353,0.278032,Unclassified,1,0.7857037691,0.1920300739,0.0166074329,0.0040282874,,,,,,,,0.0016304367,,,,,,,,,,,,,,,,,,238,0.060713,0.335715,0.035353
P720,239,11.86,11.86,0,0.222613,0.7307,2.27698,77,0.206926,11,0.248221,0.53239,Unclassified,1,0.807737481,0.1633488049,,0.0024981253,,,,,,,,0.0009002307,,,,0.0053332715,,,,,,,0.0201820867,,,,,,,239,0.222613,0.7307,0.248221
P721,239,11.477,11.477,0,0.141663,0.511702,1.522634,103,0.146319,7,0.126008,0.4247,Unclassified,1,0.8063621732,0.1878515718,0.0032596805,,,,,,,0.0025265745,,,,,,,,,,,,,,,,,,,,239,0.141663,0.511702,0.126008
P722,240,10.982,10.982,0,0.1619,0.569901,1.718812,58,0.146319,8,0.153952,0.454024,Unclassified,1,0.7918366831,0.1913965462,0.0090171769,0.0077495938,,,,,,,,,,,,,,,,,,,,,,,,,,240,0.1619,0.569901,0.153952
P723,240,11.318,11.318,0,0.08095,0.397269,1.17912,90,0.146319,4,0.05443,0.321043,Unclassified,1,0.8133123034,0.1866876966,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,0.08095,0.397269,0.05443
P724,240,11.684,11.684,0,0.121425,0.485262,1.441374,90,0.146319,6,0.099995,0.393196,Unclassified,1,0.807056055,0.1826775995,0.004081314,0.0047966208,,,,,,,,0.0013884108,,,,,,,,,,,,,,,,,,240,0.121425,0.485262,0.099995
P725,240,9.619,9.619,0,1.133301,1.567026,4.976682,30,0.438956,56,2.851226,1.201234,Unclassified,1,0.8646221303,0.1341570076,,,,,,,,,,0.0012208621,,,,,,,,,,,,,,,,,,240,1.133301,1.567026,2.851226
P726,241,9.675,9.675,0,0.344038,0.77589,2.373423,40,0.292637,17,0.476895,0.661848,Unclassified,1,0.7789036421,0.1664925861,0.0186020746,0.0347891179,,,,0.0012125794,,,,,,,,,,,,,,,,,,,,,,241,0.344038,0.77589,0.476895
P727,241,10.546,10.546,0,0.890451,1.318279,4.080344,87,0.438956,44,1.985769,1.06478,Unclassified,1,0.7511418758,0.2117667272,0.0191565543,0.012556328,,,,0.0017369854,,0.002188575,,,,0.0014529543,,,,,,,,,,,,,,,,241,0.890451,1.318279,1.985769
P728,241,11.149,11.149,0,0.060713,0.335715,0.998125,139,0.146319,3,0.035353,0.278032,Unclassified,1,0.81225178,0.18774822,,,,,,,,,,,,,,,,,,,,,,,,,,,,241,0.060713,0.335715,0.035353
P729,241,11.627,11.627,0,0.08095,0.415263,1.260379,114,0.146319,4,0.05443,0.321043,Unclassified,1,0.8133458416,0.1819683202,,,,,,,,0.0046858382,,,,,,,,,,,,,,,,,,,,241,0.08095,0.415263,0.05443
P730,241,10.898,10.898,0,0.121425,0.463913,1.375298,141,0.206926,6,0.099995,0.393196,Unclassified,1,0.7950319608,0.1553002766,0.0225758876,0.0223263376,,,,0.0010624156,,0.0023929761,,0.0013101457,,,,,,,,,,,,,,,,,,241,0.121425,0.463913,0.099995
P731,243,10.594,10.594,0,0.263088,0.677549,2.029908,15,0.292637,13,0.318907,0.578769,Unclassified,1,0.774245613,0.1513405283,0.0360174955,0.0334688723,,,,0.0025726634,,,,0.0023548275,,,,,,,,,,,,,,,,,,243,0.263088,0.677549,0.318907
P732,244,9.38,9.38,0,0.708313,1.060483,3.193845,63,0.413852,35,1.408808,0.949659,Unclassified,1,0.8706824446,0.1281962397,,,,,,,,,,0.0011213157,,,,,,,,,,,,,,,,,,244,0.708313,1.060483,1.408808
P733,244,9.708,9.708,0,0.303563,0.947919,3.046509,49,0.206926,15,0.395263,0.621698,Unclassified,1,0.8865959796,0.1134040204,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,0.303563,0.947919,0.395263
P734,245,11.034,11.034,0,0.344038,0.795409,2.407081,166,0.292637,17,0.476895,0.661848,Unclassified,1,0.7648983791,0.2247846472,0.0103169737,,,,,,,,,,,,,,,,,,,,,,,,,,,245,0.344038,0.795409,0.476895
P735,246,8.951,8.951,0,12.365126,5.109279,16.815911,31,1.441072,611,102.757013,3.967842,Unclassified,1,0.8620335674,0.1379664326,,,,,,,,,,,,,,,,,,,,,,,,,,,,246,12.365126,5.109279,102.757013
P736,248,11.317,11.317,0,0.263088,0.662985,1.99625,6,0.292637,13,0.318907,0.578769,Unclassified,1,0.778074899,0.1847556296,0.0128691471,0.0147208467,,,,0.0029495636,,0.0042467754,,,,0.0023831386,,,,,,,,,,,,,,,,248,0.263088,0.662985,0.318907
P737,248,10.45,10.45,0,0.283325,0.727651,2.210903,11,0.292637,14,0.356403,0.600617,Unclassified,1,0.7780897071,0.2084409939,0.0060054924,0.0034325977,,,,0.0017208651,,0.0023103439,,,,,,,,,,,,,,,,,,,,248,0.283325,0.727651,0.356403
P738,248,11.515,11.515,0,0.1619,0.516792,1.537817,140,0.206926,8,0.153952,0.454024,Unclassified,1,0.8014131139,0.1972568992,,,,,,,,0.001329987,,,,,,,,,,,,,,,,,,,,248,0.1619,0.516792,0.153952
P739,248,11.939,11.939,0,0.08095,0.397269,1.17912,121,0.146319,4,0.05443,0.321043,Unclassified,1,0.8316058314,0.167119529,,,,,,,,,,0.0012746396,,,,,,,,,,,,,,,,,,248,0.08095,0.397269,0.05443
P740,248,11.328,11.328,0,0.364275,0.839201,2.539234,110,0.292637,18,0.519587,0.681036,Unclassified,1,0.7919269961,0.1984487313,0.0049255997,0.0027257528,,,,0.0019729201,,,,,,,,,,,,,,,,,,,,,,248,0.364275,0.839201,0.519587
P741,249,11.195,11.195,0,0.222613,0.6281,1.91499,142,0.206926,11,0.248221,0.53239,Unclassified,1,0.8011637468,0.1910035191,0.0037189356,0.001594042,,,,0.0014179245,,,,0.001101832,,,,,,,,,,,,,,,,,,249,0.222613,0.6281,0.248221
P742,249,10.227,10.227,0,0.182138,0.574992,1.733995,179,0.206926,9,0.183702,0.481565,Unclassified,1,0.8327608987,0.1660213762,,,,,,,,,,0.0012177251,,,,,,,,,,,,,,,,,,249,0.182138,0.574992,0.183702
P743,249,10.443,10.443,0,0.08095,0.397269,1.17912,90,0.146319,4,0.05443,0.321043,Unclassified,1,0.7610655946,0.2261874352,0.0028675043,,,,,0.0013459997,,0.0047464519,,,,0.0037870143,,,,,,,,,,,,,,,,249,0.08095,0.397269,0.05443
P744,250,10.874,10.874,0,0.182138,0.569901,1.718812,58,0.206926,9,0.183702,0.481565,Unclassified,1,0.7499872,0.232684077,0.0035050328,,0.0011755182,,,0.0027544431,,0.0041765523,,0.0030312919,,0.0026858848,,,,,,,,,,,,,,,,250,0.182138,0.569901,0.183702
P745,250,10.627,10.627,0,0.870213,1.282569,3.995792,68,0.327179,43,1.918458,1.052611,Unclassified,1,0.760155617,0.2195747193,0.0058310305,,,,,0.0007491324,,0.01132647,,0.0023630309,,,,,,,,,,,,,,,,,,250,0.870213,1.282569,1.918458
P746,251,10.017,10.017,0,0.303563,0.711635,2.111168,155,0.292637,15,0.395263,0.621698,Unclassified,1,0.8417958126,0.1564902074,,,,,,,,,,0.00171398,,,,,,,,,,,,,,,,,,251,0.303563,0.711635,0.395263
P747,251,11.416,11.416,0,0.141663,0.647228,1.965883,90,0.146319,7,0.126008,0.4247,Unclassified,1,0.7980222402,0.1973596039,0.0016308482,,,,,,,0.0029873078,,,,,,,,,,,,,,,,,,,,251,0.141663,0.647228,0.126008
P748,251,11.302,11.302,0,0.344038,0.820722,2.473158,52,0.292637,17,0.476895,0.661848,Unclassified,1,0.8050677316,0.1510773377,0.0215866776,0.0189240119,,,,0.0019465533,,,,0.0013976879,,,,,,,,,,,,,,,,,,251,0.344038,0.820722,0.476895
P749,252,11.614,11.614,0,0.101188,0.423708,1.260379,113,0.146319,5,0.076068,0.358937,Unclassified,1,0.782067734,0.20121032,0.0101279541,0.0026267926,,,,0.001834807,,0.0011671453,,0.000965247,,,,,,,,,,,,,,,,,,252,0.101188,0.423708,0.076068
P750,252,10.269,10.269,0,0.121425,0.450148,1.341639,90,0.146319,6,0.099995,0.393196,Unclassified,1,0.7826786386,0.187778554,0.0150977852,0.0144450222,,,,,,,,,,,,,,,,,,,,,,,,,,252,0.121425,0.450148,0.099995
P751,252,11.163,11.163,0,0.121425,0.455239,1.356822,0,0.146319,6,0.099995,0.393196,Unclassified,1,0.7646020643,0.2228334888,0.0125644469,,,,,,,,,,,,,,,,,,,,,,,,,,,252,0.121425,0.455239,0.099995
P752,252,10.508,10.508,0,0.809501,1.41421,4.423858,90,0.327179,40,1.721233,1.015228,Unclassified,1,0.7858724249,0.1585760934,0.021650715,0.0273923034,,,,0.0013495565,,,,,,,,,,0.0051589068,,,,,,,,,,,,252,0.809501,1.41421,1.721233
P753,253,10.184,10.184,0,0.627363,1.367022,4.342598,87,0.327179,31,1.174336,0.893747,Unclassified,1,0.7889209454,0.1501056899,0.0244758986,0.0324644468,,,,0.001949861,,0.0020831583,,,,,,,,,,,,,,,,,,,,253,0.627363,1.367022,1.174336
P754,253,10.495,10.495,0,0.303563,0.810206,2.473158,52,0.292637,15,0.395263,0.621698,Unclassified,1,0.7306092291,0.2464633996,0.0189646139,0.0039627574,,,,,,,,,,,,,,,,,,,,,,,,,,253,0.303563,0.810206,0.395263
P755,254,7.83,7.83,0,6.799807,3.601271,11.042626,129,0.936897,336,41.904298,2.942411,Unclassified,1,0.9057586007,0.0942413993,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,6.799807,3.601271,41.904298
P756,255,7.662,7.662,0,6.496244,3.577016,10.995026,131,0.925401,321,39.129762,2.875982,Unclassified,1,0.9060142642,0.0928689281,,,,,,,,,,0.0011168077,,,,,,,,,,,,,,,,,,255,6.496244,3.577016,39.129762
P757,255,9.149,9.149,0,1.477339,1.613076,5.042759,41,0.52756,73,4.243595,1.371498,Unclassified,1,0.649196564,0.2964049837,0.0011022928,,,,,,,,,0.0502736883,,0.0030224711,,,,,,,,,,,,,,,,255,1.477339,1.613076,4.243595
P758,255,11.379,11.379,0,0.202375,0.578346,1.718812,90,0.206926,10,0.215154,0.507614,Unclassified,1,0.7866668105,0.204031578,0.0036590909,,,,,0.0008328195,,0.0031279576,,0.0016817435,,,,,,,,,,,,,,,,,,255,0.202375,0.578346,0.215154
P759,256,10.027,10.027,0,0.141663,0.509146,1.537817,40,0.146319,7,0.126008,0.4247,Unclassified,1,0.7266084025,0.246076116,0.0154697578,,,,,0.0017213663,,0.0078715805,,0.0022527769,,,,,,,,,,,,,,,,,,256,0.141663,0.509146,0.126008
P760,256,10.156,10.156,0,0.465463,0.866273,2.569601,30,0.327179,23,0.750484,0.769835,Unclassified,1,0.7708013798,0.1968062419,0.0109555258,0.0090059099,,,,0.0043457255,,0.0068163731,,,,0.001268844,,,,,,,,,,,,,,,,256,0.465463,0.866273,0.750484
P761,256,13.121,13.121,0,0.060713,0.357064,1.064201,90,0.146319,3,0.035353,0.278032,Unclassified,1,0.8101901857,0.1879960961,0.0018137182,,,,,,,,,,,,,,,,,,,,,,,,,,,256,0.060713,0.357064,0.035353
P762,256,9.029,9.029,0,0.829738,1.215653,3.70112,27,0.413852,41,1.786181,1.02784,Unclassified,1,0.7672122171,0.1453649292,0.0337732395,0.0450014596,,,,0.0035331568,,0.0051149977,,,,,,,,,,,,,,,,,,,,256,0.829738,1.215653,1.786181
P763,257,12.106,12.106,0,2.914203,2.397488,7.962458,57,0.731594,144,11.756915,1.92626,Unclassified,1,0.8065118715,0.1903374014,,0.0031507271,,,,,,,,,,,,,,,,,,,,,,,,,,257,2.914203,2.397488,11.756915
P764,257,9.947,9.947,0,0.303563,0.727445,2.192428,163,0.292637,15,0.395263,0.621698,Unclassified,1,0.7289357767,0.2366918753,,,,,,,,,,0.034372348,,,,,,,,,,,,,,,,,,257,0.303563,0.727445,0.395263
P765,258,11.077,11.077,0,0.101188,0.423708,1.260379,67,0.146319,5,0.076068,0.358937,Unclassified,1,0.7944882344,0.1945373625,0.003999102,,,,,,,0.0060767784,,0.0008985227,,,,,,,,,,,,,,,,,,258,0.101188,0.423708,0.076068
P766,259,10.102,10.102,0,0.384513,0.822713,2.469865,156,0.292637,19,0.563482,0.699698,Unclassified,1,0.8506900105,0.1471242999,,,,,,,,,,0.0021856896,,,,,,,,,,,,,,,,,,259,0.384513,0.822713,0.563482
P767,259,10.707,10.707,0,0.182138,0.605015,1.818547,70,0.206926,9,0.183702,0.481565,Unclassified,1,0.8443227475,0.1542434758,,,,,,,,,,0.0014337767,,,,,,,,,,,,,,,,,,259,0.182138,0.605015,0.183702
P768,260,12.102,12.102,0,0.08095,0.362155,1.079384,0,0.146319,4,0.05443,0.321043,Unclassified,1,0.8101817678,0.1722338047,0.0094624402,0.0049948775,,,,,,0.0031271097,,,,,,,,,,,,,,,,,,,,260,0.08095,0.362155,0.05443
P769,261,10.668,10.668,0,0.222613,0.6399,1.899807,117,0.206926,11,0.248221,0.53239,Unclassified,1,0.837870387,0.1614301593,,,0.0006994537,,,,,,,,,,,,,,,,,,,,,,,,,261,0.222613,0.6399,0.248221
P770,262,10.777,10.777,0,1.780902,2.041804,6.22312,144,0.4627,88,5.616602,1.505827,Unclassified,1,0.0017179243,0.8787674761,,,,,,,,,0.1195145996,,,,,,,,,,,,,,,,,,,262,1.780902,2.041804,5.616602
P771,263,11.134,11.134,0,0.263088,0.66634,1.981066,90,0.292637,13,0.318907,0.578769,Unclassified,1,0.0002793977,0.6230285957,0.1511753906,0.1082123093,,,,,,,0.1173043067,,,,,,,,,,,,,,,,,,,263,0.263088,0.66634,0.318907
P772,263,12.615,12.615,0,0.303563,0.727893,2.162061,82,0.292637,15,0.395263,0.621698,Unclassified,1,0.7558849469,0.1841061871,,,0.0003940705,0.0596147955,,,,,,,,,,,,,,,,,,,,,,,,263,0.303563,0.727893,0.395263
P773,264,8.895,8.895,0,3.116578,3.286249,11.780548,94,0.4627,154,13.002616,1.992022,Unclassified,1,0.7786272933,0.2213727067,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,3.116578,3.286249,13.002616
P774,264,9.673,9.673,0,0.060713,0.335715,0.998125,139,0.146319,3,0.035353,0.278032,Unclassified,1,0.8137493549,0.1862506451,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,0.060713,0.335715,0.035353
P775,264,10.06,10.06,0,0.566651,0.961861,2.931591,112,0.413852,28,1.008061,0.849401,Unclassified,1,0.7822633709,0.1593362844,0.0254761233,0.0291189661,,,,0.0014447449,,0.0023605104,,,,,,,,,,,,,,,,,,,,264,0.566651,0.961861,1.008061
P776,264,9.665,9.665,0,0.465463,0.900526,2.701754,68,0.292637,23,0.750484,0.769835,Unclassified,1,0.7865675802,0.1393136026,0.0282116291,0.0423271624,,,,0.001461104,,0.0021189217,,,,,,,,,,,,,,,,,,,,264,0.465463,0.900526,0.750484
P777,265,11.368,11.368,0,0.566651,1.106307,3.292339,82,0.292637,28,1.008061,0.849401,Unclassified,1,0.7986505107,0.1669091959,0.0166001794,0.0134388177,,,,0.0012803278,,0.0031209685,,,,,,,,,,,,,,,,,,,,265,0.566651,1.106307,1.008061
P778,266,11.572,11.572,0,0.182138,0.569901,1.718812,92,0.206926,9,0.183702,0.481565,Unclassified,1,0.0002270465,0.6536746254,0.1425121667,0.0953083439,,,,,,,0.1082778175,,,,,,,,,,,,,,,,,,,266,0.182138,0.569901,0.183702
P779,266,11.353,11.353,0,0.485701,0.923545,2.816672,102,0.327179,24,0.799957,0.786392,Unclassified,1,0.0004696951,0.7043265741,0.069774797,,,,,0.0170788873,,0.1034581136,0.104891933,,,,,,,,,,,,,,,,,,,266,0.485701,0.923545,0.799957
P780,267,10.783,10.783,0,0.566651,0.938174,2.831855,147,0.413852,28,1.008061,0.849401,Unclassified,1,0.7660660561,0.2065573006,0.0099096058,0.0070816782,,,,0.0020209069,,0.0039186657,,,,0.0044457868,,,,,,,,,,,,,,,,267,0.566651,0.938174,1.008061
P781,268,11.024,11.024,0,0.101188,0.437474,1.294038,0,0.206926,5,0.076068,0.358937,Unclassified,1,0.7746186496,0.2063569399,0.0130080047,0.0046750891,,,,0.0013413166,,,,,,,,,,,,,,,,,,,,,,268,0.101188,0.437474,0.076068
P782,269,10.856,10.856,0,0.222613,0.610904,1.83373,0,0.206926,11,0.248221,0.53239,Unclassified,1,0.8233056588,0.135840729,0.0153603814,0.0244489041,,,,0.0010443268,,,,,,,,,,,,,,,,,,,,,,269,0.222613,0.610904,0.248221
P783,269,10.476,10.476,0,0.586888,1.043593,3.193845,63,0.327179,29,1.062543,0.864436,Unclassified,1,0.7890553322,0.1429091442,0.0300107561,0.0338982265,,,,0.0022203817,,0.0019061592,,,,,,,,,,,,,,,,,,,,269,0.586888,1.043593,1.062543
P784,269,12.287,12.287,0,0.222613,0.604786,1.800072,114,0.292637,11,0.248221,0.53239,Unclassified,1,0.8204560387,0.1384025092,0.0195511267,0.0215903254,,,,,,,,,,,,,,,,,,,,,,,,,,269,0.222613,0.604786,0.248221
P785,270,11.62,11.62,0,0.182138,0.569901,1.718812,92,0.206926,9,0.183702,0.481565,Unclassified,1,0.8247425514,0.1372240327,0.0180424425,0.0186337418,,,,,,,,0.0013572316,,,,,,,,,,,,,,,,,,270,0.182138,0.569901,0.183702
P786,271,10.023,10.023,0,0.688076,1.531252,4.833449,85,0.292637,34,1.348864,0.935994,Unclassified,1,0.8460785068,0.152934832,,,,,,,,,,0.0009866612,,,,,,,,,,,,,,,,,,271,0.688076,1.531252,1.348864
P787,271,11.295,11.295,0,0.283325,0.67143,1.99625,41,0.292637,14,0.356403,0.600617,Unclassified,1,0.7370854208,0.2200173273,0.0245253761,0.0099038536,,,,0.0023927291,,0.006075293,,,,,,,,,,,,,,,,,,,,271,0.283325,0.67143,0.356403
P788,271,12.66,12.66,0,0.08095,0.445058,1.326456,90,0.146319,4,0.05443,0.321043,Unclassified,1,0.8337848476,0.1190223445,0.0202929848,0.024454849,,,,0.0013810346,,,,0.0010639395,,,,,,,,,,,,,,,,,,271,0.08095,0.445058,0.05443
P789,271,11.782,11.782,0,0.060713,0.335715,0.998125,139,0.146319,3,0.035353,0.278032,Unclassified,1,0.8095756931,0.1540086599,0.01622154,0.0155834086,,,,0.0023126864,,0.002298012,,,,,,,,,,,,,,,,,,,,271,0.060713,0.335715,0.035353
P790,272,11.762,11.762,0,0.121425,0.481908,1.456557,42,0.146319,6,0.099995,0.393196,Unclassified,1,0.000965436,0.7848571796,,,,,,,,0.1016167405,0.1125606439,,,,,,,,,,,,,,,,,,,272,0.121425,0.481908,0.099995
P791,272,11.307,11.307,0,0.24285,0.707385,2.162061,99,0.206926,12,0.282827,0.556063,Unclassified,1,0.7989309683,0.1890616407,0.003450025,,,,,,,0.008557366,,,,,,,,,,,,,,,,,,,,272,0.24285,0.707385,0.282827
P792,273,11.997,11.997,0,0.08095,0.362155,1.079384,0,0.146319,4,0.05443,0.321043,Unclassified,1,0.8033964286,0.115853072,,,0.074739739,,,,,,,0.0025906418,,,,,,,,0.0034201185,,,,,,,,,,273,0.08095,0.362155,0.05443
P793,273,11.038,11.038,0,0.263088,0.690453,2.095985,58,0.292637,13,0.318907,0.578769,Unclassified,1,0.8091525362,0.1573665644,0.0175848201,0.0150031173,,,,0.000892962,,,,,,,,,,,,,,,,,,,,,,273,0.263088,0.690453,0.318907
P794,274,12.139,12.139,0,0.141663,0.508347,1.537817,40,0.146319,7,0.126008,0.4247,Unclassified,1,0.8089300378,0.1473754695,0.0182150036,0.0245430202,,,,0.000936469,,,,,,,,,,,,,,,,,,,,,,274,0.141663,0.508347,0.126008
P795,274,10.688,10.688,0,0.060713,0.335715,0.998125,41,0.146319,3,0.035353,0.278032,Unclassified,1,0.8306034151,0.1693965849,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,0.060713,0.335715,0.035353
P796,274,10.436,10.436,0,0.121425,0.450148,1.341639,90,0.146319,6,0.099995,0.393196,Unclassified,1,0.8498162016,0.1501837984,,,,,,,,,,,,,,,,,,,,,,,,,,,,274,0.121425,0.450148,0.099995
P797,274,10.849,10.849,0,0.182138,0.578346,1.718812,58,0.206926,9,0.183702,0.481565,Unclassified,1,0.8132748599,0.1809912784,0.0038226136,,,,,,,0.001911248,,,,,,,,,,,,,,,,,,,,274,0.182138,0.578346,0.183702
P798,274,8.99,8.99,0,0.526176,0.942203,2.831855,33,0.327179,26,0.902007,0.818503,Unclassified,1,0.8611716672,0.137524904,,,,,,,,,,0.0013034288,,,,,,,,,,,,,,,,,,274,0.526176,0.942203,0.902007
P799,274,10.767,10.767,0,0.505938,0.940449,2.897932,67,0.327179,25,0.850471,0.802608,Unclassified,1,0.7600599491,0.2136552747,0.0182051668,0.0045971455,,,,0.0016638398,,0.0018186241,,,,,,,,,,,,,,,,,,,,274,0.505938,0.940449,0.850471
P800,275,10.6,10.6,0,0.222613,0.6281,1.91499,142,0.206926,11,0.248221,0.53239,Unclassified,1,0.7819707868,0.2057049573,0.0073735297,,,,,0.0014551107,,0.0034956155,,,,,,,,,,,,,,,,,,,,275,0.222613,0.6281,0.248221
P801,275,10.559,10.559,0,0.505938,0.892712,2.65086,0,0.413852,25,0.850471,0.802608,Unclassified,1,0.0006918973,0.6229945861,0.2039718863,,,,,0.0332936903,,0.0462167814,0.0928311587,,,,,,,,,,,,,,,,,,,275,0.505938,0.892712,0.850471
P802,275,10.64,10.64,0,0.283325,0.742533,2.258504,56,0.292637,14,0.356403,0.600617,Unclassified,1,0.8107382694,0.1583441136,0.0144591849,0.015504643,,,,,,,,0.0009537892,,,,,,,,,,,,,,,,,,275,0.283325,0.742533,0.356403
P803,276,11.214,11.214,0,0.303563,0.706544,2.095985,58,0.292637,15,0.395263,0.621698,Unclassified,1,0.8160502351,0.1365049118,0.0257984052,0.0174250207,,,,0.0015026279,,0.0027187993,,,,,,,,,,,,,,,,,,,,276,0.303563,0.706544,0.395263
P804,276,10.651,10.651,0,0.364275,0.794538,2.358239,90,0.292637,18,0.519587,0.681036,Unclassified,1,0.7913132371,0.1920367715,0.0073603875,0.0077662984,,,,0.0015233056,,,,,,,,,,,,,,,,,,,,,,276,0.364275,0.794538,0.519587
P805,277,11.339,11.339,0,0.101188,0.428799,1.275563,161,0.146319,5,0.076068,0.358937,Unclassified,1,0.789738525,0.1931084763,0.0095666127,0.0056589622,0.0002317269,,,0.001695697,,,,,,,,,,,,,,,,,,,,,,277,0.101188,0.428799,0.076068
P806,278,10.868,10.868,0,0.1619,0.543461,1.637552,69,0.206926,8,0.153952,0.454024,Unclassified,1,0.7882291564,0.2050221981,0.0039352346,,,,,0.0012165232,,0.0015968878,,,,,,,,,,,,,,,,,,,,278,0.1619,0.543461,0.153952
P807,278,12.781,12.781,0,0.101188,0.423708,1.260379,67,0.146319,5,0.076068,0.358937,Unclassified,1,0.816523962,0.1748211528,0.0028625999,,,,,,,0.0047402881,,0.0010519972,,,,,,,,,,,,,,,,,,278,0.101188,0.423708,0.076068
P808,278,10.748,10.748,0,0.222613,0.610106,1.83373,5,0.206926,11,0.248221,0.53239,Unclassified,1,0.8161001846,0.1687414108,0.0117263878,,,,,0.0011167115,,0.0023153053,,,,,,,,,,,,,,,,,,,,278,0.222613,0.610106,0.248221
